PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,target_yield
-0.49673950943043926,4.2228724301116864,-0.37051598791210627,0.31745717818622965,0.6069898695021295,0.16604413139177865,0.5734434417501828,-0.5335747624148026,-0.1812764311388079,0.2072961062310557,-0.5080271912643791
-0.6510772977578364,4.6888535043858885,-0.4394342365735231,0.3076403659871395,0.8958738927546389,0.10296438035345375,1.08135961181499,-0.4054908208045802,-0.3965964927870983,0.5227316629492824,-0.49855024490051775
-1.0462926240319737,4.716425147617835,-0.41219687508950176,0.31225821101007534,0.9452261801625814,0.10744066174413869,1.1409669951985981,-0.38270881029905507,-0.4313553269974761,0.6450337097743399,-0.463526326860584
-0.600988688162274,4.4891112785397995,-0.4705730232457016,0.3427504174372238,0.8761936411508193,0.05633395652229333,1.0133878953180817,-0.37757859067802274,-0.3659673781447597,0.5004525732251363,-0.4871568301482413
-0.7447888783985283,4.752506936175284,-0.3811474927228651,0.22277632385195625,0.844706762865148,0.13135228276266311,1.0543837820019668,-0.39305930101975767,-0.37333961967394397,0.3518069122869996,-0.6166462448693265
-0.40869297453241704,4.179868677554943,-0.49129080731223557,0.4157022150602076,0.7465870415701457,0.1248679110684202,0.8686829303287067,-0.5252450008834205,-0.3036697612296536,0.3305130723038721,-0.7132659864366058
-0.1942308338371567,4.2778530918617514,-0.460278423852504,0.41649716957117994,0.6531780314709509,0.2208368613410771,0.85970554255547,-0.6023993813449623,-0.28328491444292075,0.19415737367726185,-0.5208645763539419
-0.5483702093938407,4.339123798420543,-0.48764843406146546,0.47989312635143716,0.8280338201952917,0.10122530863174087,0.941559781652478,-0.4388317185792357,-0.339539460973171,0.5959585050717081,-0.47501953645986617
-0.0636076555360546,4.243279792550884,-0.41774639579763967,0.31268346158788346,0.6161431662348819,0.12620504754683962,0.6323847267080996,-0.4876408245832736,-0.1915609041577518,0.003211729351725333,-0.44956879552912044
-0.77323240376189,3.986346855525658,-0.5090153266807985,0.575729128005545,0.8483946058263565,0.026035498753874255,0.7851141296314198,-0.4145751465382414,-0.29692978663095154,0.644614176889984,-0.42829263597898515
-1.0418047582398213,4.147059133497832,-0.4340173128690986,0.528357796338831,0.879345807133413,0.044264872872180144,0.7915195251573326,-0.40813942003968906,-0.3089159242718078,0.5564553417234984,-0.4352441617247433
-0.3007463261354308,4.877067729696106,-0.2709035673360199,0.034054079168133744,0.6335050222489357,0.19725784355562848,0.7682965220719122,-0.45136729545231613,-0.23467778560566202,-0.1557362612874952,-0.41747049581007784
-2.1988977126542495,0.8243093164411891,-0.47986371835721275,0.23238063650879834,0.03849371576234965,-0.41119033980266584,-0.4657837353988523,0.3340400474632234,0.263464405708715,0.07894645322073159,0.8494861858130098
-2.04013659045293,1.5635546153634674,-0.3612470631535531,-0.06341303507181908,0.02455296524519866,-0.3825668266734666,-0.39409920220544314,0.4480365930528605,0.26743055199795895,0.024026465188790643,1.0079761867369
-2.4304056504029163,1.8436336997407594,-0.4287129223508394,0.10334029006424086,0.4876867784496169,-0.6022869311725794,-0.2626102254233148,0.559679575324491,0.11632113779419713,0.6331136906094557,0.9982110572944408
-2.0295218148652006,1.3155592875394917,-0.3978370827711349,0.11806614589958928,0.13888906341093127,-0.5530182260548119,-0.5869897927780007,0.5065765711226115,0.33613416775629806,-0.09682860855879308,1.0318067888759515
-2.0524691307182428,0.5375918288411119,-0.41696885925797017,0.11045813929835645,0.028449613635879632,-0.6187849324718773,-1.0811403922103437,0.39177403003102623,0.4503978573599748,-0.18477274782311728,1.0481619423224646
-2.2838000040509416,1.3701954675939172,-0.44885215890610736,0.05065319643758892,0.2789583915709654,-0.6082368232784899,-0.376312598515574,0.6031771284537001,0.20423210632386027,0.2840892771575523,1.3184578129095095
-2.330022840621207,0.9143970293456223,-0.35579088906544437,-0.11074901557719698,0.13644308722886211,-0.7069091544785799,-1.025917399712841,0.6036705200760156,0.40422268997562333,0.06503838385596265,1.5243284723936446
-2.27779333128603,2.0385098427591,-0.24771502165632592,-0.24576432646865862,0.30868261426292615,-0.7203165221865195,-0.7126610457672904,0.8140926552883344,0.34581306811438567,0.14282579443790666,1.70544440908916
-2.1826069872554448,1.2608404239993922,-0.40524460067216117,-0.24146559701087061,0.3055139205963908,-0.9257668526709683,-0.8092238489064996,0.9772719142465703,0.35206953759863324,0.27691115061331195,1.777293643988957
-2.2543987450328653,1.6548390355129443,-0.30137451349852445,-0.26286456883424836,0.3673563045795128,-0.910744714380138,-0.9417921325527306,0.9510025484060408,0.39097595011846437,0.24982673499206062,1.9065152419267515
-2.1618543335728373,1.3472434738785684,-0.29486672280197035,-0.3835419483860441,0.28863032376092856,-0.9916382028569509,-1.1830314125630652,0.9795733220439463,0.468247222888874,0.010719816962948202,1.951209076978583
-2.0312027267399166,1.3950086050792634,-0.37302121419637424,-0.32129496315554545,0.3073459476392662,-1.0097544469870143,-0.9039674193600246,1.1364091012231827,0.40561007002493926,0.1608035282152485,2.0925328367453475
4.29866612196879,5.103146116565156,-0.6766769638608713,-0.7712233591066469,-0.03576826146106934,0.1629850000540992,0.2889350794571541,-0.5699441834082866,0.05579773142779882,-0.19377665812342793,-0.15956649760274919
4.157256622892764,5.613520645140097,-0.6743901025111103,-0.9065238030035616,0.18897352408234433,0.0527918924866248,0.6316489548467122,-0.3340590968694306,-0.07871214109534291,-0.07997884056824693,-0.06160716296163344
3.887385568838795,6.080080571242141,-0.6468205640376191,-1.0111919119872685,0.3810721885672737,-0.008504834839713392,0.940021197079856,-0.17620836382428826,-0.20162166799420816,0.004946190429101984,-0.041103904318409275
4.106378411263462,5.725081297267465,-0.6284971423254494,-1.006526217117817,0.17960461752249735,0.024402337475485977,0.5950256272729191,-0.25778310026731804,-0.05784409022473926,-0.15746151037619782,0.06484309134222263
4.215699211952073,5.6270106627475,-0.7592584995032334,-0.8838071371140346,0.3661254366981005,-0.13947052229573265,0.7515100372812773,-0.11513465680670609,-0.1306425233204149,0.10304615746303764,0.12629329585812096
4.025845499997965,5.6794181202871235,-0.705623174296961,-0.8533371272455171,0.42064427945788035,-0.1702373172806069,0.696830436898601,-0.08846619091272098,-0.12093250779720291,-0.02321386186824463,0.10773349094459429
4.433402050397132,5.38874347156589,-0.7105214992128638,-0.8693644390987165,0.2170254382128966,-0.12674302332685225,0.41347949652965554,-0.18185312527069744,0.006204960882184386,-0.199769105414485,0.09008507774606853
4.1877162391354945,5.809975252178824,-0.7137453311049932,-0.9206763615730718,0.40234814675550146,-0.14183404037164726,0.7803444959213336,-0.09676482460509803,-0.14514130643770376,-0.039640415399481474,0.25795070271466625
4.667165077646018,5.463372377411754,-0.8185666506252895,-0.8742717990391281,0.3764352629444445,-0.28290418850195054,0.6090369772105033,0.002852306499172258,-0.0689830284257427,-0.026931298235835167,0.30437974612667856
4.3777298062590555,5.684854335440694,-0.6869988515035504,-1.0280076194670857,0.3100482473910059,-0.21800638974475756,0.5368278717671942,0.0012897618358624352,-0.034257828388238064,-0.2048106176656064,0.26342974530970814
4.560451552718386,5.532680893814044,-0.6609084238360283,-1.0577861418106425,0.14924351139289058,-0.15345944871104114,0.34917531176558625,-0.0833645111886503,0.0525819219975019,-0.35002098243817303,0.24584039436757335
4.786953454564823,5.55707106789393,-0.7425074731013537,-1.0349586913770408,0.22140385636100157,-0.19807968709273735,0.5010561611219725,-0.04710039971610819,-0.006355712535668486,-0.24937736511499378,0.3087656278211017
2.705980186836186,-1.6026642739755657,4.315324353594345,1.1504140937716367,-1.7356816622566626,0.6070268943442522,-0.9167757165031658,-0.2924281991493719,-1.2212528199527293,0.957785705493072,-0.8043048539323068
2.5994237270359455,-1.651983005440546,4.287521227100784,1.1315869128020146,-1.6818854898480826,0.5611820073141927,-0.89827066352946,-0.26118412265495644,-1.2734848211150949,1.140391044888187,-0.874140371383596
2.782992330554066,-1.3244506130234315,4.376334265982768,1.1929389083094462,-1.6627960729202012,0.5785284027190288,-1.0026122768193337,-0.41769928468858936,-1.240920119022599,1.0609889029947963,-0.8320447664555911
2.941787539954093,-1.1770844223530643,4.393116279213012,1.1579540053864708,-1.710426752461158,0.6078835875701515,-1.0720522085412052,-0.38984461460744557,-1.1828130296830532,0.8426714331612737,-0.8130379213600695
2.9490342559886793,-1.2556080279480923,4.350167832029047,1.188473892635681,-1.6459124210643286,0.5914612102679115,-1.0949980999063311,-0.3587427806334625,-1.1896256361010946,0.9437683792425848,-0.6792542732734439
3.163388585898084,-1.0058171176456119,4.43100707628766,1.0418005975892768,-1.667874156745833,0.5737250765704386,-1.1842631023639478,-0.289437179509368,-1.1717195531932525,0.9147627974930288,-0.6974026790217633
